session_pitch,session,p_throws,pitch_type,pitch_speed_mph,max_shoulder_internal_rotational_velo,max_elbow_extension_velo,max_torso_rotational_velo,max_rotation_hip_shoulder_separation,max_elbow_flexion,max_shoulder_external_rotation,elbow_flexion_fp,elbow_pronation_fp,rotation_hip_shoulder_separation_fp,shoulder_horizontal_abduction_fp,shoulder_abduction_fp,shoulder_external_rotation_fp,lead_knee_extension_angular_velo_fp,lead_knee_extension_angular_velo_br,lead_knee_extension_angular_velo_max,torso_anterior_tilt_fp,torso_lateral_tilt_fp,torso_rotation_fp,pelvis_anterior_tilt_fp,pelvis_lateral_tilt_fp,pelvis_rotation_fp,max_cog_velo_x,torso_rotation_min,max_pelvis_rotational_velo,glove_shoulder_horizontal_abduction_fp,glove_shoulder_abduction_fp,glove_shoulder_external_rotation_fp,glove_shoulder_abduction_mer,elbow_flexion_mer,torso_anterior_tilt_mer,torso_lateral_tilt_mer,torso_rotation_mer,elbow_varus_moment,shoulder_internal_rotation_moment,torso_anterior_tilt_br,torso_lateral_tilt_br,torso_rotation_br,lead_knee_extension_from_fp_to_br,cog_velo_pkh,stride_length,stride_angle,arm_slot,timing_peak_torso_to_peak_pelvis_rot_velo,max_shoulder_horizontal_abduction,shoulder_transfer_fp_br,shoulder_generation_fp_br,shoulder_absorption_fp_br,elbow_transfer_fp_br,elbow_generation_fp_br,elbow_absorption_fp_br,lead_hip_transfer_fp_br,lead_hip_generation_fp_br,lead_hip_absorption_fp_br,lead_knee_transfer_fp_br,lead_knee_generation_fp_br,lead_knee_absorption_fp_br,rear_hip_transfer_pkh_fp,rear_hip_generation_pkh_fp,rear_hip_absorption_pkh_fp,rear_knee_transfer_pkh_fp,rear_knee_generation_pkh_fp,rear_knee_absorption_pkh_fp,pelvis_lumbar_transfer_fp_br,thorax_distal_transfer_fp_br,rear_grf_x_max,rear_grf_y_max,rear_grf_z_max,rear_grf_mag_max,rear_grf_angle_at_max,lead_grf_x_max,lead_grf_y_max,lead_grf_z_max,lead_grf_mag_max,lead_grf_angle_at_max,peak_rfd_rear,peak_rfd_lead
1561_1,1561,R,FF,86.0,4171.3972,2397.4885,1074.3927,33.7945,117.1646,171.2329,107.4355,15.8625,32.9814,48.06,89.4525,49.5476,-30.9249,227.4285,230.3961,-2.0127,-2.6372,9.15,9.0285,-0.7982,42.1042,2.6738,-40.3643,664.0951,42.9108,73.0998,-27.3183,33.9429,90.7639,23.5429,16.6018,113.6748,115.1364,108.9411,39.3369,12.5779,127.383,-2.0729,0.1964,0.7777,-6.8163,34.2624,0.0028,51.4594,420.8785,66.0744,31.066,425.7275,5.0196,72.4097,29.7842,3.9711,147.4161,42.8652,21.1415,29.2438,130.0084,264.6902,145.3018,104.5975,14.9221,44.7203,82.631,451.9445,750.4265,94.6846,1569.8474,1715.8896,66.0947,1098.1009,125.7779,2347.118,2589.1013,65.0401,5.7208,71.8721
1561_2,1561,R,FF,84.6,4119.7887,2339.1012,1057.3928,33.5608,115.7522,173.3027,106.3244,21.6923,33.3169,50.1837,86.5823,40.1398,-122.1975,218.9398,228.8186,1.85,-5.0193,-1.7532,11.0078,-0.7209,31.5977,2.6563,-43.2136,647.956,43.6571,76.0119,-24.4947,34.6996,90.4573,23.5743,16.759,112.6186,111.5674,106.3123,39.4095,12.4999,126.28,-5.641,0.1964,0.7732,-4.7812,37.3752,0.0611,50.6379,444.5309,59.1672,26.4079,438.8613,4.787,65.5703,31.9505,15.3612,139.0102,29.7971,19.3275,28.6481,156.2454,201.437,102.283,110.278,30.2902,58.896,134.6423,470.9389,839.8946,109.5997,1662.3144,1858.8934,63.4934,1014.6981,137.6779,2333.0188,2540.4771,66.6339,7.2899,69.7849
1561_3,1561,R,FF,86.0,4191.9269,2376.38,1060.4802,33.2989,117.8214,175.046,105.6757,18.5232,32.8861,48.944,89.1498,48.3717,-109.6165,261.7386,268.8299,0.5574,-4.1181,3.9969,9.243,-1.4213,36.8939,2.7843,-42.2593,631.4189,42.0652,74.1491,-24.3936,39.0133,90.1968,25.055,15.9907,112.5761,114.5873,108.3464,40.8722,11.914,125.9966,-2.1803,0.2008,0.7902,-5.2121,34.9069,0.0028,50.6812,450.148,70.6516,28.8519,450.1332,5.6032,75.7123,41.2018,13.5557,132.8347,44.4073,25.6923,36.0629,145.2203,256.6221,146.2903,102.7472,22.8622,48.3621,105.5206,478.9999,831.3036,94.0613,1641.583,1817.4181,64.5738,1089.6416,122.6892,2351.9593,2592.0709,65.1667,7.0677,77.5863
1562_1,1562,R,FF,91.8,4548.6288,2181.3653,1067.5775,32.138,109.109,172.3515,88.8893,16.6906,30.8269,38.4432,72.4402,74.4164,98.1757,67.0667,243.8379,2.7438,0.4005,25.724,23.9886,6.046,56.8348,3.0202,-29.8412,746.3287,43.284,52.2092,-28.4428,32.4555,90.0112,0.6597,8.9542,91.9059,118.5366,114.7807,15.9245,6.5594,115.3409,-7.0362,0.1995,0.8172,-7.3577,14.2106,-0.0055,57.4465,328.3695,53.9035,18.8885,380.4952,3.6095,68.4281,11.4499,3.5737,129.4767,25.7126,0.313,21.9105,74.7113,214.1893,16.7968,67.68,39.7975,37.548,107.343,347.258,722.5434,64.5842,1044.8944,1266.537,55.4466,1465.783,193.683,2186.1718,2634.7913,56.2201,6.885,78.0011
1562_2,1562,R,FF,90.3,4457.0226,2176.5576,1087.3926,34.9612,111.7245,172.8179,95.6138,13.4108,33.1154,43.6023,68.9934,60.6305,98.4373,67.586,250.8683,5.735,2.0107,17.7356,21.929,5.7347,51.4191,3.0566,-29.7649,701.238,45.0316,55.092,-22.9257,34.1252,92.8769,1.5174,9.0623,89.4468,119.7143,115.4194,16.4679,6.7458,115.5097,-7.6399,0.2143,0.8155,-5.4804,15.5057,0.025,57.8636,348.0976,53.9542,22.4783,393.8854,3.481,71.6254,6.8041,3.6345,108.0272,14.3539,0.5001,26.5514,74.9835,215.4514,7.5192,58.0069,35.8604,35.5679,150.3773,370.3921,724.1043,81.3291,1001.9321,1229.8782,54.316,1411.5372,232.147,2094.3249,2531.8625,56.1028,7.3723,86.8586
1562_3,1562,R,FF,90.6,4647.0357,2152.4533,1075.4321,33.5415,108.7597,174.8582,85.7068,18.0923,32.8626,46.3866,74.393,51.6289,279.1359,132.2028,359.9479,2.7719,1.5545,18.2496,18.6748,7.1717,51.469,3.0741,-27.7274,674.6313,42.4032,57.8468,-27.3972,36.8671,89.0488,-0.2943,12.4408,91.6448,120.7041,117.1752,14.8692,10.2418,116.2177,-1.4067,0.2359,0.8199,-6.7803,17.6177,-0.0028,58.2855,347.7448,44.1975,20.9173,377.67,4.4628,56.4441,26.4426,4.3335,134.6453,36.166,1.6229,18.2058,86.2191,216.4785,15.2297,63.226,38.723,35.43,139.7095,368.6621,749.6812,81.1949,1058.8599,1291.3807,55.0953,1560.7022,255.704,2281.5053,2769.9289,55.6288,6.5445,118.1285
1574_1,1574,R,FF,89.8,4413.6989,2416.5436,1015.8496,27.5131,113.4467,184.7196,90.5301,-1.711,27.3298,63.2703,81.1057,34.6711,-40.7762,292.9116,346.568,2.4805,-11.8717,-3.3006,7.6171,-6.7186,24.3294,2.9838,-38.9874,803.1184,48.6304,70.5628,-29.0502,26.139,81.0694,10.7955,19.0773,101.4414,70.66,74.2897,31.1209,13.8828,110.0121,-3.9558,0.3086,0.8156,5.642,37.238,0.0055,63.4027,277.8616,64.7632,15.719,297.7452,7.8004,48.2368,16.5689,22.6733,104.4218,21.8088,34.4114,48.8151,29.9673,31.3489,10.6397,7.924,4.605,4.4185,36.5013,293.5807,797.9097,140.1944,1328.9692,1500.357,61.0728,866.0952,183.9793,1604.5549,1821.2086,61.7967,10.1994,85.3913
1574_2,1574,R,FF,88.6,4441.5525,2497.2949,1006.1249,27.8371,116.6243,181.0923,91.2153,15.433,27.4952,61.2413,81.7456,34.2016,-51.0848,265.4269,314.2521,2.4311,-11.1425,-1.9759,6.293,-6.1504,25.7808,3.0013,-37.3376,808.7863,49.9591,70.1483,-29.793,27.103,83.584,10.6758,19.9673,100.538,105.8718,104.7675,30.4345,15.6978,109.0302,-4.33,0.3639,0.8182,4.0899,36.2364,0.0056,61.5829,322.5328,36.8987,12.7241,335.0575,4.5361,51.5431,16.0139,18.2117,98.2459,20.5032,27.2221,42.9177,26.2028,29.1087,14.0917,5.6733,4.0548,2.8239,32.3374,335.2569,823.5798,137.9042,1360.0464,1533.2391,62.1779,824.4647,236.6308,1600.557,1796.5647,62.8838,9.2358,82.0947
1574_3,1574,R,FF,89.5,4396.7695,2443.9308,1023.9771,27.6326,114.6153,183.9835,90.2859,17.2488,27.4592,63.8887,81.0243,27.7589,-20.3934,364.9743,395.6343,4.0328,-11.1378,-3.9307,7.4228,-6.552,23.9299,2.9838,-37.403,830.5741,50.0246,71.0058,-32.1627,26.9802,82.4991,13.6133,18.8046,101.1693,102.9439,101.2948,34.4153,14.6933,109.2386,1.3409,0.3639,0.8236,4.0328,35.1777,0.0056,63.9691,331.3063,40.3408,14.1665,343.6619,4.3702,51.2367,33.8025,34.0977,109.2306,30.1295,48.0233,41.5417,31.6319,26.2423,12.9108,10.8986,4.6505,5.957,52.5164,345.4728,879.1323,127.6602,1379.357,1613.272,57.5082,925.2005,177.5659,1671.9663,1910.747,61.0723,8.7432,84.7024
1581_1,1581,R,FF,82.3,4613.9717,2517.5732,1063.3883,27.2202,123.1476,162.6345,117.2612,6.0976,22.249,28.6404,96.0727,57.2647,97.8405,290.7673,330.4776,-23.887,3.4195,0.4794,6.2595,-2.0854,26.5626,2.7102,-33.6921,591.779,7.3706,71.4603,-23.6748,47.4747,101.2955,17.9612,40.688,97.2225,119.1072,111.3611,36.8542,31.2756,115.8824,15.907,0.31,0.8679,7.1443,54.9375,0.0139,29.5808,327.9723,37.4876,23.7715,337.5935,5.0131,51.3883,48.8696,18.7243,68.2122,53.2543,24.8389,12.3119,106.8246,95.9625,23.8225,54.592,66.8714,64.4639,114.2186,351.7438,770.8995,56.3069,1397.4795,1552.3189,63.9546,1049.4937,278.0539,1848.9308,2096.4547,61.4495,5.6106,70.2242
1581_2,1581,R,FF,82.3,4657.1729,2485.4035,1128.1505,28.4361,121.0207,163.9942,115.684,1.4475,20.9208,25.9529,95.3313,67.1203,341.4579,211.4235,393.4227,-22.4012,5.7767,4.3573,9.23,-0.9865,29.034,2.7655,-34.817,650.4668,10.3448,66.4554,-26.4267,43.5768,102.9879,16.8127,36.0516,94.8903,118.4988,112.2023,35.3697,25.3891,113.8052,17.5512,0.3571,0.9054,8.9747,51.9916,0.0111,29.3327,322.1963,40.6309,26.5651,344.4353,4.5664,50.78,39.1863,13.5834,71.3987,57.6609,15.481,11.2548,94.9721,85.9423,20.7196,56.3457,64.0791,48.606,110.9205,348.7614,822.218,58.0098,1449.1904,1627.004,62.8262,1356.0331,309.1132,2278.8134,2658.1776,59.2448,7.4844,132.4999
1581_3,1581,R,FF,83.0,4596.8585,2442.3611,1081.1519,28.3802,121.8559,163.8234,116.6846,5.5392,23.1185,28.5539,96.2742,61.6398,120.6508,194.0484,330.9895,-24.4013,6.144,-0.0204,7.0541,-1.468,27.7212,2.783,-33.9534,591.0246,6.8053,69.4876,-25.1399,44.1515,101.4399,20.823,38.1244,97.1392,117.2502,111.0322,39.4327,26.3763,114.6057,11.3964,0.375,0.8795,8.3505,49.1843,0.0194,29.8258,326.1872,40.9636,25.963,343.1315,5.7533,52.0989,49.6053,14.742,81.7793,64.5824,26.8097,15.403,94.7875,82.0335,16.7117,56.028,65.1914,50.9981,98.6358,352.1502,834.3518,77.023,1430.5535,1616.1482,62.0023,1009.2164,281.6469,1961.0183,2206.278,62.7679,6.9765,95.7583
1601_1,1601,R,FF,86.3,4469.8254,2399.8088,1054.8767,35.827,121.3517,174.1473,117.475,2.8534,34.7344,28.1365,117.0725,44.0621,237.0734,529.635,535.1246,-17.4214,-3.4008,6.0065,2.5355,-1.622,41.7261,2.8922,-33.1277,755.974,39.0069,82.0257,-57.4529,27.3788,91.1856,23.6528,25.9607,113.4902,138.0285,130.6934,39.7496,20.5675,124.0018,24.8091,0.2321,0.8031,-1.0602,52.7032,0.0028,34.0366,410.5929,24.6228,72.1131,427.92,3.4649,60.9498,59.9296,58.6929,130.5082,59.0319,25.6127,24.2165,125.4425,206.0722,99.8238,42.5725,87.1091,68.0,237.8698,479.951,795.0528,52.5333,1472.0378,1594.0551,67.3023,1012.7655,140.8461,1805.9901,2073.3199,60.7171,9.3936,100.3906
1601_2,1601,R,FF,86.1,4341.0389,2290.951,1017.7234,33.2345,119.4876,175.7553,114.8534,8.5317,33.0766,25.2915,117.9081,35.7342,24.4957,562.5729,566.9859,-5.9035,-10.2588,-2.8592,6.4583,-4.5414,30.0242,3.0026,-37.998,700.673,37.4833,82.445,-58.9297,24.1237,87.7036,23.8533,20.8355,112.2183,134.0404,129.269,40.4661,15.825,122.3889,20.7093,0.2736,0.8254,0.5114,50.1661,0.0111,32.8027,419.0646,23.4545,74.6661,431.4758,3.4187,55.4308,62.7632,58.875,133.3408,53.3964,40.992,22.9481,81.0457,191.2346,102.1594,48.9509,45.2007,29.9512,232.789,489.0776,768.6633,43.4563,1440.8237,1611.6741,63.2964,975.4226,142.0632,1702.6209,1943.5483,60.9094,11.2792,74.1023
1601_3,1601,R,FF,86.2,4460.5682,2501.0444,1030.0709,36.4173,126.5674,173.6189,115.1545,8.3084,33.2958,30.0037,118.299,51.2966,148.0109,423.0772,426.2876,-21.3156,-3.5932,7.9569,2.1679,1.9673,41.4407,3.0566,-36.5349,690.1361,42.9882,83.3011,-59.2374,28.2082,94.0516,25.9263,30.1194,112.6477,133.5812,123.8855,44.9513,21.5702,126.1987,18.4474,0.3275,0.8596,0.6405,52.3645,0.0111,31.249,435.4523,21.6944,66.9067,446.4352,1.7969,69.5398,43.4938,48.7114,136.4743,52.4051,31.8236,24.6879,105.3838,211.1228,59.9691,46.4741,66.4701,28.0338,178.2694,501.4465,853.7239,45.6417,1323.9878,1538.6919,57.6907,1129.1412,164.7977,1683.7428,1998.866,55.6026,7.0654,91.5057
1603_1,1603,L,FF,85.0,4945.4721,2686.2678,1020.316,24.9238,120.3684,172.0197,120.0946,18.1079,10.4376,17.957,83.5135,105.1829,-51.8839,448.8765,477.8829,-14.6509,9.2983,57.4535,22.6524,5.3909,69.2345,3.2196,-27.3838,701.7086,50.1044,70.1199,-38.1588,43.9331,88.7822,4.2597,18.0948,100.6244,135.3053,131.5769,19.7651,19.6814,109.6076,16.1772,0.3036,0.852,-1.7194,37.5186,0.0056,39.121,187.9939,25.5923,37.0317,272.928,7.2046,21.8319,69.0357,17.687,51.0544,30.4916,47.5152,1.3866,153.0323,177.8344,8.4807,58.8291,104.0257,13.272,87.0873,225.0256,862.0778,264.5878,1113.0153,1396.8174,52.2058,1332.0246,204.7873,1973.8624,2381.7045,55.9935,7.97,47.8173
1603_2,1603,L,FF,85.6,5037.5382,2818.8173,1036.0217,24.3157,123.3482,172.1789,122.6761,17.8344,10.6593,17.6519,83.035,105.6454,-2.5958,495.901,522.9664,-14.8195,10.3103,56.3201,22.08,5.4898,68.5438,3.1657,-29.2096,697.246,48.9023,70.516,-37.8332,44.353,93.9561,4.0161,18.7719,100.5661,134.9623,131.3375,20.7749,20.1788,110.5657,18.8031,0.3275,0.8484,-1.8754,33.4336,0.0112,37.6168,191.65,22.7762,34.1108,276.8455,7.7644,29.9307,53.342,0.7242,30.4477,24.7696,55.4355,0.0,148.0488,183.5992,13.885,57.2012,99.2783,13.9315,87.4041,225.7607,884.866,222.9877,1106.3781,1414.3486,51.3904,1340.697,192.829,1986.9743,2397.84,56.0101,7.8542,35.8984
1603_3,1603,L,FF,85.1,4923.8073,2646.7835,1037.927,25.0372,119.9967,170.7834,118.9418,12.0849,8.4043,14.1358,82.7726,114.8299,-41.8258,417.6226,441.5739,-14.2877,12.9386,63.1546,22.6723,6.23,73.4798,3.2398,-29.0796,727.5922,45.1894,68.4328,-34.2255,45.6844,82.7874,4.8645,20.1782,101.8001,136.2173,133.4412,20.7914,21.4411,111.0309,17.0348,0.3626,0.8603,-2.6066,35.615,0.0028,36.818,170.6088,32.2671,37.326,267.1877,8.706,34.1849,66.5012,17.2862,44.6086,23.3739,55.2486,0.4424,149.1164,208.2491,10.3139,60.1591,96.3803,10.0944,81.1433,207.9349,862.1418,240.9135,1121.8955,1384.9838,52.061,1339.4755,182.0638,1978.5316,2389.5264,55.9021,7.7483,51.2976
1612_1,1612,R,FF,86.4,4726.9077,2844.5234,1082.9732,26.5117,134.1233,158.1403,129.0345,-7.0373,24.6679,25.6217,95.5152,57.3475,129.7765,331.3966,346.7676,-15.5584,-3.4255,-3.0874,9.967,5.4937,20.0481,3.2937,-40.0455,766.0036,58.624,67.7606,-51.6486,44.9001,103.1025,14.6089,36.3141,96.0395,122.0495,108.3853,34.6334,27.6269,117.033,22.5262,0.375,0.815,-1.3863,49.7671,0.0139,31.5352,359.8059,29.8958,12.4873,358.6023,5.6741,70.8937,98.3995,73.8796,26.2886,64.074,53.0895,5.9497,124.6515,237.4335,83.0925,73.3884,40.2533,43.4369,252.9199,372.2931,1006.3171,107.675,1491.1665,1741.4784,57.0333,1047.7641,244.3195,1810.9016,2092.4641,59.9511,12.8947,68.6742
1612_2,1612,R,FF,85.8,4797.0983,2797.3823,1086.5615,27.6116,134.9481,159.1295,128.1855,-9.334,24.5432,27.181,94.5975,58.3171,157.675,280.195,304.3629,-15.6355,-0.7722,-2.431,11.8589,5.5694,21.3269,3.2749,-42.5374,775.6837,55.5426,69.5238,-48.4997,45.1489,101.3484,14.4173,35.3652,96.4298,119.7357,105.5991,33.9998,26.1381,116.9963,18.2448,0.3571,0.8102,0.6543,48.3656,0.0,31.9738,350.7754,32.3548,13.0828,346.8821,3.6807,70.3185,79.099,61.8423,13.6911,54.5092,40.693,3.8342,121.8495,257.4684,86.3163,79.0702,24.1979,25.0232,224.193,363.8581,949.1252,96.5675,1510.0517,1697.0826,61.3174,957.6528,215.0772,1731.4806,1976.0028,61.2056,11.9604,62.0583
1612_3,1612,R,FF,84.6,4751.2837,2871.0781,1077.8302,28.1411,135.2112,157.396,128.3995,-0.1685,25.3362,26.7326,95.3962,53.196,9.9518,277.283,336.4306,-16.974,-0.907,-5.2552,10.8376,6.3227,19.084,3.2924,-41.8581,756.9285,56.8535,69.7625,-47.8393,45.0201,97.0239,14.9404,36.6932,95.1142,122.1582,111.3702,34.4695,27.9059,114.909,18.8224,0.4191,0.8275,1.9266,46.273,0.0056,33.9356,362.1944,30.7574,14.4463,357.2841,5.2028,71.0653,88.3402,56.5822,21.0299,58.5488,49.0944,10.6224,120.5063,221.8823,70.8369,74.7417,33.2463,26.7393,219.7276,376.6407,1011.2612,65.9498,1434.926,1692.2763,55.5193,958.2568,219.1452,1643.6042,1899.2312,59.9894,12.2768,74.7498
1615_1,1615,R,FF,85.4,4917.8361,2585.6634,1096.8716,48.4828,117.4043,168.8882,87.3862,1.0688,44.6766,51.5754,82.0851,45.8818,245.3388,337.3565,368.0823,-8.4499,5.8468,14.6659,5.8736,0.5652,59.8994,3.2385,-19.0888,701.1837,28.1962,61.2909,-44.1507,36.2078,96.1839,27.2711,33.8066,113.98,116.4821,108.1083,48.1688,23.9729,126.3434,7.2668,0.4178,0.9141,-6.0602,38.8173,0.0278,56.4015,295.1979,37.2312,24.0542,286.086,6.3871,35.4103,36.0789,17.5288,47.9556,36.1492,29.1253,21.6431,86.2955,231.4232,28.4364,40.9592,60.9888,43.2798,51.4841,319.2522,813.7149,156.5631,1259.8706,1469.3953,58.8757,1070.2125,181.1946,1570.2072,1893.7471,55.9534,8.2503,92.4188
1615_2,1615,R,FF,84.4,5157.6503,2758.1568,1132.3194,47.9364,120.2731,167.0407,96.4635,4.3745,39.6772,44.3145,72.7877,61.844,-86.9991,278.8532,289.2842,-12.6626,16.027,30.1838,9.2425,2.1891,71.5746,3.221,-21.338,856.8256,32.7666,50.315,-58.8714,34.2182,99.835,27.9526,34.5083,117.1066,118.5071,108.9142,47.5715,22.928,130.4953,13.8474,0.3571,0.8982,-6.6383,41.1628,0.0222,50.8739,275.5705,32.2102,26.5381,281.2667,4.9412,40.0132,36.3908,2.3761,11.9,35.0388,23.9062,4.6748,98.6612,262.5007,42.6002,54.435,58.6491,60.7537,77.991,302.1086,745.2537,131.8973,1342.3468,1509.1347,62.8847,1159.2691,245.9216,2231.7886,2495.1629,63.3194,7.8652,182.2038
1620_1,1620,L,FF,85.0,3942.5678,1910.5608,956.676,24.6874,101.8661,184.6568,79.2222,21.1068,22.1879,25.9637,85.7807,69.8743,-33.5866,206.9254,284.7085,-4.308,-0.9256,7.7717,5.9383,-4.6912,30.313,3.3113,-42.9432,629.7577,44.8422,87.6383,-35.0462,38.056,94.5868,14.5897,14.1841,89.7705,100.0734,98.3017,35.0577,12.291,105.3825,-6.6856,0.3214,0.9039,3.3776,38.035,0.0028,52.0696,341.2411,45.1434,19.2975,366.286,4.143,49.1917,11.5153,7.9456,164.2929,27.9347,11.9813,34.0894,94.1342,169.5892,98.7428,44.5251,64.0841,43.0527,73.3686,360.5387,694.2779,186.2782,1111.2103,1255.03,61.6921,1021.8028,301.0347,1705.1967,1984.9032,59.1339,10.1984,93.5404
1620_3,1620,L,FF,84.6,4003.8613,2000.383,993.2766,24.9623,103.616,183.5441,81.9201,24.517,22.1546,31.93,87.7598,68.5967,193.9739,175.968,193.9739,-4.3778,-2.4332,6.8701,5.5814,-5.5306,29.3905,3.3841,-47.4094,706.807,45.788,86.9527,-37.8034,40.8315,95.8922,15.7921,14.4667,91.7694,101.4362,99.6568,35.562,11.4277,107.4735,-1.3635,0.3393,0.9416,2.1666,37.5084,0.0028,53.075,352.4165,42.6235,20.3352,375.9743,5.0319,56.9132,21.2663,10.3559,220.6847,49.6279,21.4827,31.8867,96.02,166.6676,108.6596,43.5958,68.1312,41.252,65.2352,372.7517,714.211,176.7324,1127.6202,1263.5918,63.0832,1559.0882,339.7831,2278.2779,2757.5769,55.6533,7.2591,148.3262
1623_1,1623,R,FF,85.8,4101.9353,2428.1608,994.4683,22.041,109.0403,172.4469,72.2084,-5.0298,21.8695,52.6032,86.7176,54.9323,56.9831,251.9199,275.5228,-12.6457,-9.1464,1.368,9.2333,0.724,21.5066,3.0566,-33.7955,700.6313,51.0182,70.8557,-35.2688,17.3851,80.8731,21.3171,28.1526,100.831,97.6313,95.9142,41.0843,21.7914,115.4657,8.0693,0.1964,0.8445,6.7005,46.4228,0.0639,53.179,351.9849,21.9995,6.3039,342.6196,1.1762,52.5935,30.6516,19.4791,70.2489,35.2074,32.6388,16.2865,92.8777,127.05,85.0329,55.5835,59.6612,57.6082,190.0706,358.2887,722.1024,43.2418,978.9573,1191.067,54.5125,926.2465,191.5266,1583.1595,1819.3532,60.3029,7.6375,70.1389
1623_2,1623,R,FF,85.7,4122.2622,2416.6063,1002.4684,22.442,109.8978,174.501,74.3677,-5.7326,22.442,52.8386,87.4558,60.3931,87.7393,233.2605,259.5109,-17.7441,-5.3704,3.2474,5.7414,3.1566,24.0936,3.1118,-38.1591,700.6452,54.7498,71.175,-36.4631,19.2769,84.5503,24.758,33.0513,100.6856,98.465,96.948,46.0025,25.5168,116.5402,7.697,0.1607,0.8582,7.7629,45.3197,0.0611,52.8773,363.5095,23.6896,1.6807,353.7002,1.5521,61.5338,27.3911,12.2603,88.9671,36.167,27.5718,13.6477,92.5974,140.1544,92.1056,57.4848,68.8152,56.6241,159.0145,365.1902,707.8233,48.4333,985.8512,1180.6152,55.4503,989.6461,185.6607,1668.7052,1926.6848,59.9493,7.6256,84.9309
1623_3,1623,R,FF,85.3,4100.657,2415.6902,1006.1412,21.0338,108.0159,172.2693,73.7337,-4.6338,20.6279,51.4215,83.7908,53.9705,21.9211,202.9813,207.7831,-11.9172,-8.6041,-1.086,6.3749,0.9876,17.8985,3.1105,-39.0125,725.7048,53.1668,69.9694,-37.6968,19.1114,82.1912,23.7081,29.6035,99.7638,96.9136,95.6243,42.9837,23.4914,114.6273,4.9839,0.2143,0.8577,8.1927,47.7058,0.025,52.1569,358.2811,19.2827,4.1653,347.3048,1.2196,52.6795,24.6276,17.4736,79.9628,29.6537,26.0011,16.2517,93.8093,131.8749,91.7478,56.9638,59.3573,60.1601,187.9071,362.4464,730.2656,44.5853,995.2432,1215.9425,54.175,941.3492,170.7953,1608.5228,1857.2033,60.0639,7.654,68.7142
1665_1,1665,L,FF,87.1,4205.2212,2085.4327,1021.2634,34.7762,87.1609,162.5317,80.1147,16.7604,33.6404,30.286,91.0845,37.7325,-17.7528,313.3697,449.4176,1.6514,0.0188,0.7461,0.9376,1.5243,34.4309,3.0013,-29.1268,628.9793,44.0778,56.1728,-39.3366,23.5206,72.7322,25.7381,25.8013,101.9959,138.8967,134.7793,43.3209,20.0573,117.0224,15.4917,0.3214,0.7476,-9.8648,35.1757,0.0167,45.2495,444.9374,34.6256,37.5784,389.744,7.1762,30.7817,71.7784,22.8906,104.5923,66.2774,59.1575,19.6749,111.9034,185.5417,38.6737,24.9266,69.8257,62.2059,182.0562,482.5158,892.3241,217.9007,1486.6923,1694.9067,59.1009,815.018,143.269,1957.3408,2136.5871,67.4296,25.2671,67.1907
1665_2,1665,L,FF,87.3,4150.5038,2062.8242,1031.1986,35.9357,82.4295,162.0228,77.2994,15.591,34.587,32.6606,88.64,41.5579,87.1499,388.0999,472.385,3.2873,4.4238,7.1331,7.4747,-0.3871,41.4641,3.1657,-24.7516,612.7532,44.2627,53.8553,-37.5431,21.6144,66.7573,26.5879,23.4683,101.7261,136.4013,129.7988,42.2344,17.5069,115.6492,17.6888,0.3036,0.7747,-6.3662,27.3126,0.0083,48.1012,426.1089,36.6218,38.3468,379.3833,9.9093,31.3766,71.7991,26.5294,111.8395,71.829,41.2187,11.1242,137.8032,197.0186,53.6494,23.7452,102.8155,58.9863,161.1106,464.4557,946.214,258.5547,1498.2567,1714.2536,57.6834,999.2003,205.2694,2194.8244,2426.7172,66.4011,42.084,135.0142
1665_3,1665,L,FF,87.3,4146.529,2136.6192,1034.7382,35.878,87.2088,166.9818,81.1898,13.5324,35.0832,30.2447,92.6606,43.9075,369.504,320.7479,442.1944,4.0018,-0.7442,-1.8021,1.582,0.7074,33.4147,3.039,-36.9087,618.4878,38.3346,57.2573,-30.6214,24.9489,75.5903,24.7478,25.5318,97.3621,143.0064,137.6223,44.1489,18.6049,114.4013,26.9604,0.1786,0.7605,-8.1831,33.8484,0.0111,39.3866,454.6683,36.4189,45.6153,405.0272,9.0722,29.1599,84.8255,46.3305,112.1407,68.3175,35.5124,11.2266,118.3284,184.7594,52.8803,23.9646,73.3582,53.8715,215.5392,500.2835,796.5312,237.362,1422.4858,1566.0908,64.8824,915.0629,336.5146,2203.7912,2374.7033,68.9748,27.6767,108.1749
1668_1,1668,R,FF,87.9,4651.6868,2370.416,1095.3551,37.0796,109.0231,177.9213,82.0228,23.7875,29.4175,42.4626,93.9666,65.6676,123.7056,201.7311,212.6726,-14.7641,4.0803,18.8594,20.3384,5.1231,48.8508,3.2937,-31.5667,643.4713,33.2356,76.6018,-35.2662,48.3648,90.6257,16.1622,21.4951,105.4375,113.1727,111.311,31.9091,11.8158,116.7536,2.2534,0.375,0.8526,11.1545,41.0146,0.0,54.754,285.4081,24.7472,29.9921,309.7492,7.0052,31.9071,24.4597,7.2788,54.3259,29.0303,12.722,16.776,130.1564,168.4444,34.5958,33.2783,84.4484,52.5774,103.0772,315.0647,672.9465,122.4032,1242.986,1372.6803,65.24,940.8722,344.4607,1460.9737,1764.3812,57.3313,9.8712,67.4306
